label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
4	-846 m^3	0.1325	Computer Game Design	Computer Engineering	-0.1351	1403	0.4771	-0.2124	513	ferret, reptile	-1.2807	2073
0	2174 m^3	0.7812	Statistics	cOMPUTATIONAL mEDIA	0.0143	2244	-0.0649	1.1865	2162	rabbit	1.5934	-45
2	2221 m^3	0.6457	Computer Science	Natural Language Processing	0.7123	-956	-0.5609	-0.1615	-1113	rat	0.3696	364
2	766 m^3	0.6884	Computer Science	Applied Mathematics	0.4106	858	-0.6557	0.6336	-657	dog	2.024	432
2	-3 m^3	0.4746	Electrical Engineering	Applied Mathematics	-0.7025	590	-0.2395	1.2435	-1461	dog	-0.4029	2173
4	1318 m^3	-0.5863	Computer Game Design	Biotechnology, Robotics Engineering, Computer Game Design	0.2897	-123	0.0828	-1.7056	-537	bird, fish	0.937	458
3	981 m^3	-0.1338	Applied Mathematics	Human Computer Interaction	0.7965	691	0.7392	1.2418	-74	cat	1.3137	612
0	2009 m^3	-0.6109	Statistics	Electrical Engineering, Bioinformatics, Bioengineering	0.3442	1346	1.8027	0.3232	-769	hamster	0.8162	-1867
0	685 m^3	-0.2359	Statistics	Bioengineering, Bioinformatics	-1.2969	316	-0.0585	-0.3084	-661	hamster	0.8965	-315
1	1439 m^3	1.0044	Computational Media	Technology and Information Management	0.4304	915	0.4966	-0.4533	1262	pig	0.8171	597
1	618 m^3	-0.369	GAMES AND PLAYABLE MEDIA	Computer Science, Games and Playable Media	0.1926	-449	0.757	3.0078	464	pig	0.3744	686
1	1159 m^3	1.9683	Electrical Engineering	Computer Engineering	1.1548	-585	0.9391	0.4453	940	pig	0.5783	2143
4	487 m^3	0.5048	Computer Game Design	Computer Engineering, Biotechnology	-0.3796	1561	-0.368	0.0997	108	fish, ferret	-0.7478	630
2	-29 m^3	0.2176	Computer Science	Computational Media, Bioengineering, Bioinformatics	0.7925	-388	-0.3683	1.0386	404	rat	-1.0906	1726
3	379 m^3	-0.2047	Robotics Engineering	Human Computer Interaction	0.1587	1513	1.5703	-0.1032	1306	chicken	0.0055	1511
0	942 m^3	-0.5003	Statistics	Electrical Engineering	-1.4095	1949	0.0148	-0.0757	80	rabbit	0.5036	-485
1	3103 m^3	-0.9785	Biotechnology	Technology and Information Management, Games and Playable Media	1.3213	-1260	0.0336	1.0555	-90	pig	0.4215	2187
2	1358 m^3	0.0844	Computer Science	Applied Mathematics	1.2951	-593	-0.5488	2.3696	-800	dog	-0.6819	470
3	1948 m^3	0.4277	Robotics Engineering	Data Science	-0.4193	-331	0.5977	-0.1192	-161	chicken	0.5748	928
0	964 m^3	1.4719	Computational Media	Bioinformatics	0.1253	1552	0.4262	-0.1436	-724	hamster, rabbit	-1.3479	-839
2	1856 m^3	-0.3166	Computer Science	Applied Mathematics	1.0032	1262	0.2028	0.9684	2019	dog	0.5074	965
1	1647 m^3	0.0998	Computer Engineering	Games and Playable Media, Technology and Information Management, Computer Science	0.1292	-1940	0.3155	1.8544	345	pig	0.2825	618
4		0.4591	Bioinformatics	Robotics Engineering, Computer Game Design, Biotechnology	0.7747	1500	0.6584	-0.2777	518	fish	-0.5489	1238
3	230 m^3	0.6292	Robotics Engineering	Human Computer Interaction	-0.0438	711	1.8031	1.0725	-939	CAT	1.3011	1137
3	1782 m^3	0.5187	Applied Mathematics	Data Science	0.1307	1694	-0.2995	-0.4709	51	chicken	1.0163	1295
0	1373 m^3	-0.6907	Statistics	Computational Media, Bioinformatics	-0.2817	1102	1.135	0.3577	99	guinea pig	0.3568	-1672
0	1476 m^3	0.0792	Computational Media	Human Computer Interaction	1.5376	1852	-1.3452	-1.3823	928	rabbit	1.4492	-159
3	467 m^3	0.1716	Applied Mathematics	Human Computer Interaction	0.6604	823	0.1986	0.3595	1137	chicken	0.9941	1490
4	2316 m^3	-0.83	Bioengineering	Human Computer Interaction	0.4389	1754	0.1979	1.1396	1163	bird, ferret, fish	-0.7549	2383
2	200 m^3	0.2132	Computer Science	Natural Language Processing	-0.7603	258	0.7306	1.7346	-1391	dog	-0.6216	213
3	1966 m^3	0.5294	Human Computer Interaction	Human Computer Interaction	0.7037	37	1.0815	0.3756	2238	cat	0.2882	122
0	1101 m^3	0.9712	Games and Playable Media	Bioengineering, Electrical Engineering	-0.6381	1081	0.4779	-0.1826	-113	rabbit	-1.6081	257
1	1377 m^3	-0.3147	Computer Engineering	Technology and Information Management, Games and Playable Media	-0.4318	-788	1.0228	-0.2138	1080	pig	1.2946	654
3	2288 m^3	0.3616	Human Computer Interaction	Data Science	1.3743	785	-0.0372	0.0334	-903	chicken	-0.1491	941
3	183 m^3	-0.1771	Computational Media	Human Computer Interaction	0.7122	2381	-0.4295	-0.393	906	chicken	-0.7457	1698
4	-23 m^3	-0.6495	Computer Game Design	Human Computer Interaction	-0.0283	1747	0.42	-0.879	1134	ferret	1.9513	2060
2	1011 m^3	0.9415	Bioengineering	Applied Mathematics	-0.9441	-1177	1.0565	0.0836	-627	rat	0.9994	168
0	1234 m^3	0.5667	Computational Media	Bioinformatics, Bioengineering, Electrical Engineering	-0.8237	394	-0.5267	1.0171	-841	guinea pig	-0.3188	400
4	163 m^3	0.6064	Robotics Engineering	Robotics Engineering	-0.1829	1909	-0.7106	-0.4255	684	ferret, reptile	1.324	29
3	1383 m^3	0.828	Robotics Engineering	Computer Game Design, Robotics Engineering	1.1155	2344	0.3885	1.598	312	chicken	-0.5188	1780
3	1407 m^3	0.2487	Applied Mathematics	Data Science	0.3635	527	2.5885	1.4572	1950	chicken	-0.0141	1337
1	451 m^3	0.8524	Electrical Engineering	Statistics	0.9226	1015	-0.7091	0.5193	1436	pig	-0.8313	1904
2	-85 m^3	0.5624	Computer Science	Applied Mathematics	0.7722	566	0.7775	0.288	392	rat	NULL	216
1	-545 m^3	0.1891	Natural Language Processing	Statistics, Computer Science, Technology and Information Management	-0.228	-923	1.1084	0.4907	978	pig	0.1887	714
4	939 m^3	-0.215	Bioengineering	Robotics Engineering	1.7476	1656	1.5193	0.2934	2227	ferret, bird	-0.0401	1685
4	836 m^3	0.6494	Games and Playable Media	Computer Game Design, Robotics Engineering, Biotechnology	0.4699	162	0.2767	0.226	477	bird, reptile	1.103	1241
4	1686 m^3	0.1604	Bioengineering	Robotics Engineering, Computer Engineering	0.4037	954	0.5201	-0.0821	1507	REPTILE	0.9896	284
1	2261 m^3	1.5052	Computer Science	Computer Science	0.9546	-229	1.624	0.7205	2204	pig	0.1558	733
4	700 m^3	0.2332	Bioengineering	robotics engineering	0.6396	3015	-0.2344	0.7913	1111	bird, ferret	0.7182	603
1	1927 m^3	0.1803	Computer Engineering	Games and Playable Media	0.128	2220	1.1664	-0.1151	2110	pig	-0.2262	1151
3	-298 m^3	0.9445	Applied Mathematics	Human Computer Interaction	0.8441	1729	2.6092	0.2156	123	chicken	0.5621	1276
4	208 m^3	1.0976	Bioengineering	Robotics Engineering	0.4084	-497	0.1653	-0.4251	1296	bird	0.1527	443
2	1476 m^3	1.0485	Computer Science	Applied Mathematics	0.4248	-1008	0.0522	0.262	222	rat	2.2287	414
1	1777 m^3	0.3995	Electrical Engineering	Human Computer Interaction	0.3901	1420	1.3906	0.1935	1664	pig	-0.5297	699
4	-585 m^3	0.5171	Computer Game Design	Computer Game Design, Biotechnology, Robotics Engineering	0.4623	1005	-0.1599	-0.364	871	bird, reptile	1.0413	556
4	-906 m^3	-0.5685	Computer Engineering	Computer Game Design, Biotechnology	1.6108	503	-0.1547	1.7066	-649	pig	1.9185	845
4	-435 m^3	0.3567	Computer Game Design	Computer Engineering	0.597	103	0.1815	-0.7234	1389	rabbit	1.4353	1256
4	156 m^3	0.0421	Computer Game Design	cOMPUTER gAME dESIGN, bIOTECHNOLOGY, cOMPUTER eNGINEERING	1.3792	612	-0.2433	1.8423	343	ferret, bird	-0.2212	1381
0	1663 m^3	0.3434	Computational Media	Electrical Engineering, Computational Media	1.3353	592	1.2681	1.0187	-127	hamster, rabbit	0.9414	1498
3	-578 m^3	-0.8498	Robotics Engineering	Data Science	0.3353	2474	0.6051	0.2501	228	chicken	1.6578	1213
0	1184 m^3	-0.0402	Statistics	Bioinformatics, Bioengineering	0.7621	948	0.0421	0.7151	-1172	rabbit, hamster	1.0002	1096
1	2154 m^3	0.5062	Biotechnology	Computer Science, Games and Playable Media, Statistics	0.7462	563	0.9669	1.122	690	pig	1.181	926
0	2040 m^3	-0.2403	Computational Media	Bioengineering, Computational Media, Electrical Engineering	-0.3973	894	0.9716	0.925	?	ferret	-1.0155	-753
4	923 m^3	0.0681	Bioinformatics	Computer Engineering	-0.0196	1421	1.5282	-0.0045	-18	cat	0.1997	1275
1	598 m^3	1.485	Data Science	Computer Engineering	1.449	-623	0.0098	-0.6024	3601	pig	1.1056	796
4	1984 m^3	-0.3156	Natural Language Processing	Computer Game Design	0.2461	2841	-0.1172	-0.5223	-976	ferret, fish, reptile	-0.4174	2455
4	-687 m^3	-0.097	Computer Game Design	Robotics Engineering	0.9718	793	-0.4882	-0.7706	333	bird, ferret, reptile	-0.6097	162
0	1096 m^3	0.017	Statistics	Bioinformatics, Computational Media, Bioengineering	0.5943	1233	-0.7333	0.484	-68	rabbit	1.8133	1235
0	40 m^3	0.424	Computational Media	Bioinformatics, Bioengineering, Electrical Engineering	0.1183	1875	1.1067	1.0988	-782	rabbit, hamster	-0.1047	297
0	-725 m^3	0.0151	Statistics	Computational Media, Bioengineering	-0.9562	-1102	-0.3396	-0.3368	-446	rabbit	0.6389	-207
2	270 m^3	1.1079	Computer Science	aPPLIED mATHEMATICS	-0.1582	-1264	0.1812	2.2921	-791	dog	1.0319	523
1	-322 m^3	2.2293	Data Science	Computer Science, Statistics	0.6068	1410	1.3777	0.6955	368	pig	0.1166	2040
2	-1363 m^3	0.1418	Computer Science	Natural Language Processing	0.4651	-1189	-0.4609	0.324	-196	dog	0.0518	889
2	525 m^3	1.057	cOMPUTER sCIENCE	Applied Mathematics	0.8835	1563	0.1897	1.9725	309	rat	-0.0531	2377
4	282 m^3	0.665	Bioengineering	Biotechnology, Robotics Engineering, Computer Engineering	-0.0122	3323	-0.8725	0.5109	-62	fish	0.1043	1071
4	417 m^3	0.5097	Bioengineering	Biotechnology	-0.3754	1703	0.3278	0.6727	-298	reptile	0.6507	1347
0	-188 m^3	1.1447	Bioinformatics	None	-0.5396	586	-1.3628	0.6088	-319	guinea pig, hamster	0.4121	108
4	1310 m^3	-0.6636	Bioengineering	Computer Game Design	0.8662	421	-0.6855	-0.0208	2184	ferret, fish	-0.6677	470
0	1708 m^3	0.3456	Statistics	Computational Media, Bioinformatics, Electrical Engineering	-0.7527	430	-0.7177	0.0508	-554	hamster	-0.3942	-711
4	347 m^3	0.6569	Bioengineering	Biotechnology, Robotics Engineering, Computer Game Design	1.8776	1514	-0.458	1.1171	1527	ferret, reptile, bird	0.6716	493
4	974 m^3	-0.1034	Computer Game Design	Computer Engineering, Biotechnology, Robotics Engineering	-0.2677	442	0.4326	0.66	1407	ferret, fish, reptile	-1.118	1481
4	1237 m^3	2.0319	Computer Game Design	Computer Game Design	0.9698	1242	-1.049	0.0547	874	fish, reptile	0.3405	299
2	1213 m^3	1.0302	Computer Science	Natural Language Processing	0.4141	-270	-0.0763	0.9027	-84	pig	-0.672	1036
3	1091 m^3	0.2968	Computer Science	Data Science	0.321	1870	-0.0114	-0.1894	1554	cat	1.8525	417
1	1851 m^3	-1.4229	Data Science	Statistics, Technology and Information Management, Computer Science	-0.3518	2280	-0.1865	1.3708	2179	pig	0.3194	1158
2	1491 m^3	0.8505	Computer Game Design	Applied Mathematics	1.3616	-419	-0.354	1.729	-601	dog	1.6756	576
4	-352 m^3	0.8983	Computer Game Design	Robotics Engineering	-0.022	2522	-1.3115	0.3201	2489	reptile, bird	0.3067	205
3	-748 m^3	0.1368	Applied Mathematics	Human Computer Interaction	-0.5689	788	-0.5691	1.1531	443	cat	1.5626	-330
3	1107 m^3	N/A	Human Computer Interaction	Data Science	0.3186	1320	n/a	1.3834	117	cat	1.4126	1913
2	1146 m^3	0.3334	Computer Science	Applied Mathematics	1.2191	835	0.2378	0.2646	800	rat	0.88	-506
1	1959 m^3	0.9625	Electrical Engineering	Games and Playable Media	-0.073	146	-0.5104	2.3664	357	pig	-0.0484	2128
0	-308 m^3	0.1684	Statistics	Bioinformatics, Bioengineering, Electrical Engineering	-1.3046	1889	-0.4662	1.2077	354	hamster, guinea pig	1.4376	271
3	1229 m^3	0.0308	Robotics Engineering	HUMAN COMPUTER INTERACTION	0.3378	1356	-0.138	0.9695	-84	chicken	-0.0907	891
4	-142 m^3	1.1523	Bioengineering	Biotechnology, Computer Engineering, Computer Game Design	1.1327	134	0.4591	0.9325	502	reptile	-0.6513	-167
2	604 m^3	-0.0661	Computer Science	Applied Mathematics	0.7107	656	0.1007	0.5667	55	rat	0.2191	112
3	1754 m^3	0.2208	Computer Science	Human Computer Interaction	-1.3735	-99	0.3999	0.1186	-1163	chicken	0.6665	1380
2	-878 m^3	0.9975	Data Science	Natural Language Processing	N/A	-634	-0.58	-0.6584	924	rat	-0.1263	1872
4	-502 m^3	0.2395	Natural Language Processing	Biotechnology	0.3068	347	1.1517	1.5912	1025	bird, reptile	0.9878	732
3	1574 m^3	0.8274	Human Computer Interaction	Data Science	-0.2138	996	0.6723	0.9023	1140	chicken	-0.6654	2305
0	227 m^3	0.3882	Computational Media	Bioinformatics	-0.4297	800	0.4186	1.1913	-233	guinea pig, rabbit	-0.9833	-64
4	-606 m^3	0.7417	Bioinformatics	Biotechnology	0.2602	2850	-0.2071	0.3838	1417	reptile, ferret	1.3646	394
3	420 m^3	1.6985	robotics engineering	Human Computer Interaction	-0.1927	10	0.7831	-0.755	2365	chicken	1.0822	1041
4	1468 m^3	-0.2151	Bioinformatics	Applied Mathematics	1.0354	2292	N/A	1.0168	-275	bird, reptile	0.4579	1119
3	1077 m^3	-0.6539	Applied Mathematics	Data Science	0.4189	942	-0.1105	0.1267	639	chicken	1.3936	201
1	1038 m^3	0.718	Computer Engineering	GAMES AND PLAYABLE MEDIA, STATISTICS, TECHNOLOGY AND INFORMATION MANAGEMENT	1.5957	1122	0.9501	0.1587	1298	pig	-0.4297	992
3	2289 m^3	0.4744	Applied Mathematics	Human Computer Interaction	-0.0609	1345	0.9922	0.0118	-162	cat	1.6055	-507
4	2006 m^3	0.3798	Bioengineering	Computer Engineering	0.3115	28	1.0259	0.2209	904	fish, ferret	1.0234	509
0	-361 m^3	0.3724	Statistics	Computational Media, Bioengineering, Electrical Engineering	-0.1073	1240	-0.0618	1.3253	945	hamster	-0.3717	913
0	-200 m^3	0.3405	Statistics	Computer Science	0.1982	287	-1.0751	1.0316	-252	guinea pig	0.2087	556
0	1134 m^3	-1.5835	cOMPUTATIONAL mEDIA	Bioengineering, Computational Media	0.3621	710	-1.2707	1.854	2471	hamster, guinea pig	0.6808	-281
0	-1248 m^3	0.61	Computational Media	Computational Media	0.6928	408	0.5136	1.0466	-714	hamster	0.9229	918
3	1310 m^3	0.2212	Applied Mathematics	Bioengineering	-0.1861	1539	0.2282	-0.4753	1435	chicken	0.362	2004
2	340 m^3	0.0694	Computer Science	Applied Mathematics	0.0629	255	1.0084	0.5842	268	dog	0.1863	1941
0	1432 m^3	1.0156	Human Computer Interaction	computational media	0.5281	1229	0.7423	-0.9043	263	guinea pig	-0.5118	-277
1	883 m^3	0.3439	Data Science	Biotechnology, Computer Engineering	1.5943	375	1.448	0.0019	1193	pig	0.2618	1771
0	-549 m^3	0.805	Games and Playable Media	Bioinformatics	-1.2884	1391	-0.2284	-0.2999	701	hamster	1.1073	1487
0	651 m^3	0.6429	Statistics	Bioengineering	0.0898	398	0.1648	0.3202	1460	guinea pig, rabbit	1.1005	386
3	769 m^3	0.0389	Robotics Engineering	Data Science	0.5871	-1433	-0.0277	0.4102	-177	chicken	-0.2412	-171
1	438 m^3	0.9967	Biotechnology	Bioinformatics, Electrical Engineering, Bioengineering	1.663	-229	1.1749	0.5115	490	pig	0.085	1673
3	451 m^3	n/a	Human Computer Interaction	Data Science	0.0217	393	2.4816	1.2517	2409	chicken	-0.8144	155
1	2096 m^3	0.6196	Technology and Information Management	Biotechnology	1.0914	-1445	0.418	0.4612	1848	pig	1.0466	959
0	2582 m^3	-0.0566	Statistics	Bioengineering	-0.1601	1368	0.0679	0.8994	20	hamster, guinea pig	0.0371	-279
1	553 m^3	1.6666	Human Computer Interaction	Computer Science	0.2054	372	0.7344	1.1737	975	pig	-0.2381	1807
0	1358 m^3	0.836	Computer Engineering	Bioengineering, Electrical Engineering	-0.2477	1846	-0.8093	1.0461	625	guinea pig, rabbit	-0.2916	-1023
4	1079 m^3	0.6019	Bioengineering	cOMPUTER gAME dESIGN, bIOTECHNOLOGY, rOBOTICS eNGINEERING	-0.3453	891	-0.7051	0.1807	1734	ferret, bird, reptile	-0.5225	1000
3	1754 m^3	-0.8615	Statistics	Data Science	-0.2912	-709	1.1317	-2.0239	-1142	chicken	0.2574	557
2	2355 m^3	-0.1514	Computer Science	Natural Language Processing	0.6936	-906	-0.6343	-0.0562	-408	dog	0.6459	836
1	-215 m^3	0.3093	Computer Engineering	Applied Mathematics	-0.1279	882	0.1869	0.8207	1749	pig	-0.2942	957
0	1533 m^3	0.2763	Statistics	Bioinformatics	0.4072	1745	0.2795	0.3888	-39	guinea pig	0.5548	92
1	192 m^3	-0.7124	NATURAL LANGUAGE PROCESSING	Games and Playable Media, Computer Science	1.1896	-236	0.8265	0.0624	1293	pig	-0.7842	68
4	-1193 m^3	0.4908	Bioengineering	Robotics Engineering, Computer Game Design	0.3059	2018	-0.7436	0.8909	136	reptile	0.7085	825
0	381 m^3	0.2129	Computational Media	Computational Media	0.5436	1010	0.2349	0.5835	1230	hamster, guinea pig	-0.4905	-681
2	692 m^3	1.2736	Computer Science	Applied Mathematics	-0.2019	-159	-0.3525	1.3372	-747	rat	-0.5117	1533
1	413 m^3	0.5024	Data Science	Technology and Information Management	1.3802	1082	1.5853	N/A	1277	pig	-0.3766	1460
1	1678 m^3	0.242	data science	Games and Playable Media, Technology and Information Management, Statistics	0.5399	505	1.3481	0.908	-516	pig	-0.6539	1109
0	420 m^3	0.3414	Human Computer Interaction	Computational Media	0.8985	483	0.7671	2.027	1637	rabbit, hamster	-0.4841	774
1	2470 m^3	1.2111	Biotechnology	Games and Playable Media, Computer Science, Technology and Information Management	1.134	-1267	0.2709	-0.5014	636	pig	0.6979	1179
1	982 m^3	-0.4113	Natural Language Processing	Statistics	1.1716	2633	0.0142	1.1749	-184	pig	-0.7493	2
1	338 m^3	0.2614	Electrical Engineering	Games and Playable Media	0.1847	918	0.1282	1.4305	577	pig	0.2305	1377
1	2258 m^3	0.6303	Computer Engineering	Statistics, Technology and Information Management, Games and Playable Media	0.9535	-706	0.9705	-1.342	702	pig	1.4795	919
0	-18 m^3	0.4486	Games and Playable Media	Computational Media	0.4255	1064	-0.5959	0.9768	316	guinea pig, rabbit	-0.4767	142
0	1138 m^3	0.9675	Computational Media	Bioinformatics, Computational Media, Bioengineering	-0.1811	1213	0.6575	1.6594	1837	hamster, guinea pig	0.9221	426
2	876 m^3	0.2557	Computer Science	Applied Mathematics	0.9936	-1934	0.1994	-0.2889	1249	rat	-0.9047	1049
